0.000000000000000000e+00,1.934850000000007952e-01,5.291099999999993031e-01,7.373450000000012494e-01,7.373450000000012494e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.934850000000007952e-01,5.291099999999993031e-01,7.373450000000012494e-01,8.210800000000020304e-01,3.296900000000011488e-01
0.000000000000000000e+00,1.934850000000007952e-01,5.291099999999993031e-01,7.373450000000012494e-01,7.373450000000012494e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.934850000000007952e-01,5.291099999999993031e-01,7.373450000000012494e-01,8.210800000000020304e-01,3.296900000000011488e-01
0.000000000000000000e+00,1.934850000000007952e-01,5.291099999999993031e-01,7.373450000000012494e-01,8.210800000000020304e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.934850000000007952e-01,5.291099999999993031e-01,7.373450000000012494e-01,8.210800000000020304e-01,3.726599999999997692e-01
0.000000000000000000e+00,1.934850000000007952e-01,5.291099999999993031e-01,7.373450000000012494e-01,8.210800000000020304e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.934850000000007952e-01,5.291099999999993031e-01,7.373450000000012494e-01,8.210800000000020304e-01,3.726599999999997692e-01
0.000000000000000000e+00,1.600000000000001421e-01,4.296900000000007935e-01,6.291100000000007242e-01,6.291100000000007242e-01,2.934850000000004400e-01
0.000000000000000000e+00,1.600000000000001421e-01,4.296900000000007935e-01,6.291100000000007242e-01,6.291100000000007242e-01,2.934850000000004400e-01
0.000000000000000000e+00,1.600000000000001421e-01,4.296900000000007935e-01,6.291100000000007242e-01,6.291100000000007242e-01,2.934850000000004400e-01
0.000000000000000000e+00,1.600000000000001421e-01,4.296900000000007935e-01,6.291100000000007242e-01,6.291100000000007242e-01,2.934850000000004400e-01
0.000000000000000000e+00,1.600000000000001421e-01,4.296900000000007935e-01,6.291100000000007242e-01,6.291100000000007242e-01,2.934850000000004400e-01
0.000000000000000000e+00,1.600000000000001421e-01,4.296900000000007935e-01,6.291100000000007242e-01,6.920250000000010004e-01,2.934850000000004400e-01
0.000000000000000000e+00,1.600000000000001421e-01,4.296900000000007935e-01,6.291100000000007242e-01,6.291100000000007242e-01,2.934850000000004400e-01
0.000000000000000000e+00,1.600000000000001421e-01,4.296900000000007935e-01,6.291100000000007242e-01,6.920250000000010004e-01,3.228350000000013154e-01
0.000000000000000000e+00,1.700000000000017053e-01,3.906300000000015871e-01,5.719200000000004280e-01,5.719200000000004280e-01,2.205000000000012506e-01
0.000000000000000000e+00,1.600000000000001421e-01,3.906300000000015871e-01,5.719200000000004280e-01,5.719200000000004280e-01,2.205000000000012506e-01
0.000000000000000000e+00,1.700000000000017053e-01,3.906300000000015871e-01,5.719200000000004280e-01,5.719200000000004280e-01,2.205000000000012506e-01
0.000000000000000000e+00,1.700000000000017053e-01,3.906300000000015871e-01,5.719200000000004280e-01,5.719200000000004280e-01,2.205000000000012506e-01
0.000000000000000000e+00,1.700000000000017053e-01,3.906300000000015871e-01,5.719200000000004280e-01,5.719200000000004280e-01,2.425500000000013756e-01
0.000000000000000000e+00,1.600000000000001421e-01,3.906300000000015871e-01,5.719200000000004280e-01,5.719200000000004280e-01,2.425500000000013756e-01
0.000000000000000000e+00,1.700000000000017053e-01,3.906300000000015871e-01,5.719200000000004280e-01,5.719200000000004280e-01,2.425500000000013756e-01
0.000000000000000000e+00,1.600000000000001421e-01,3.906300000000015871e-01,5.719200000000004280e-01,5.719200000000004280e-01,2.425500000000013756e-01
0.000000000000000000e+00,1.700000000000017053e-01,3.205000000000008953e-01,4.906299999999994554e-01,4.551200000000008572e-01,2.400000000000002132e-01
0.000000000000000000e+00,1.700000000000017053e-01,3.205000000000008953e-01,4.906299999999994554e-01,4.906299999999994554e-01,2.400000000000002132e-01
0.000000000000000000e+00,1.700000000000017053e-01,3.205000000000008953e-01,4.906299999999994554e-01,4.551200000000008572e-01,2.400000000000002132e-01
0.000000000000000000e+00,1.700000000000017053e-01,3.205000000000008953e-01,4.906299999999994554e-01,4.906299999999994554e-01,2.400000000000002132e-01
0.000000000000000000e+00,1.700000000000017053e-01,3.205000000000008953e-01,4.906299999999994554e-01,4.551200000000008572e-01,2.600000000000015632e-01
0.000000000000000000e+00,1.700000000000017053e-01,3.205000000000008953e-01,4.906299999999994554e-01,4.906299999999994554e-01,2.600000000000015632e-01
0.000000000000000000e+00,1.700000000000017053e-01,3.205000000000008953e-01,4.906299999999994554e-01,4.551200000000008572e-01,2.400000000000002132e-01
0.000000000000000000e+00,1.700000000000017053e-01,3.425500000000010203e-01,4.906299999999994554e-01,4.906299999999994554e-01,2.600000000000015632e-01
